ID,Name,Skin,Layer,Layout
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,0,FFFFFFFFFFFFFFFFFFFF
4,Floor4,default,1,+ + + { N   } + + + 
4,Floor4,default,1,                    
4,Floor4,default,1,+ + + |     1 + + + 
4,Floor4,default,1,                    
4,Floor4,default,1,+ + + |     1 + + + 
4,Floor4,default,1,                    
4,Floor4,default,1,{ = = )     ( = = } 
4,Floor4,default,1,                    
4,Floor4,default,1,W                 E 
4,Floor4,default,1,                    
4,Floor4,default,1,                    
4,Floor4,default,1,                    
4,Floor4,default,1,[ - - \     / - - ] 
4,Floor4,default,1,                    
4,Floor4,default,1,+ + + |     1 + + + 
4,Floor4,default,1,                    
4,Floor4,default,1,+ + + |     1 + + + 
4,Floor4,default,1,                    
4,Floor4,default,1,+ + + [ S   ] + + + 
5,Floor5,default,1,{ = = = N   = = = } 
5,Floor5,default,1,                    
5,Floor5,default,1,|                 1 
5,Floor5,default,1,                    
5,Floor5,default,1,|   / \     / \   1 
5,Floor5,default,1,                    
5,Floor5,default,1,|   ( )     ( )   1 
5,Floor5,default,1,W                 E 
5,Floor5,default,1,                    
5,Floor5,default,1,                    
5,Floor5,default,1,                    
5,Floor5,default,1,|                 1 
5,Floor5,default,1,        / \         
5,Floor5,default,1,|                 1 
5,Floor5,default,1,        ( )         
5,Floor5,default,1,|                 1 
5,Floor5,default,1,[ \             / ] 
5,Floor5,default,1,                    
5,Floor5,default,1,+ [ - - S   - - ] + 
6,Floor6,default,1,{ = = = N   = = = } 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,W                 E 
6,Floor6,default,1,                    
6,Floor6,default,1,                    
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,                    
6,Floor6,default,1,|                 1 
6,Floor6,default,1,[ - - - S   - - - ] 
7,Floor7,default,1,+ + + { = = = N   } 
7,Floor7,default,1,                    
7,Floor7,default,1,{ = } |           1 
7,Floor7,default,1,                    
7,Floor7,default,1,|   1 |   / - - - ] 
7,Floor7,default,1,                    
7,Floor7,default,1,|   1 |   ( = = = } 
7,Floor7,default,1,W                   
7,Floor7,default,1,    1 |           1 
7,Floor7,default,1,                    
7,Floor7,default,1,    1 |           1 
7,Floor7,default,1,|                   
7,Floor7,default,1,    1 [ - - - \   1 
7,Floor7,default,1,|                   
7,Floor7,default,1,    ( = = = = )   1 
7,Floor7,default,1,|                   
7,Floor7,default,1,_                 1 
7,Floor7,default,1,|                   
7,Floor7,default,1,[ - - - - - - - - ] 
8,Floor8,default,1,!!!!!( =N   =) !!!!!
8,Floor8,default,1,!                  !
8,Floor8,default,1,!                  !
8,Floor8,default,1,!                  !
8,Floor8,default,1,!                  !
8,Floor8,default,1,\                 / 
8,Floor8,default,1,                    
8,Floor8,default,1,|                 1 
8,Floor8,default,1,W                 E 
8,Floor8,default,1,                    
8,Floor8,default,1,                    
8,Floor8,default,1,                    
8,Floor8,default,1,|                 1 
8,Floor8,default,1,)                 ( 
8,Floor8,default,1,                    
8,Floor8,default,1,!                  !
8,Floor8,default,1,!                  !
8,Floor8,default,1,!                  !
8,Floor8,default,1,!    / -S   -\     !
8,Floor8,default,1,!!!!!          !!!!!
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
8,Floor8,default,0,                    
8,Floor8,default,0,* * * * * * * * * * 
9,Floor9,default,1,      ( N   )    
9,Floor9,default,1,                    
9,Floor9,default,1,                    
9,Floor9,default,1,                    
9,Floor9,default,1,            T      
9,Floor9,default,1,                   
9,Floor9,default,1,\                 / 
9,Floor9,default,1,    t               
9,Floor9,default,1,W                 E 
9,Floor9,default,1,           T        
9,Floor9,default,1,                    
9,Floor9,default,1,                    
9,Floor9,default,1,)                 ( 
9,Floor9,default,1,                    
9,Floor9,default,1,      t             
9,Floor9,default,1,                    
9,Floor9,default,1,                    
9,Floor9,default,1,                    
9,Floor9,default,1,    T / S   \ T     
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,                    
9,Floor9,default,0,g g g g g g g g g g 
9,Floor9,default,0,
